video_id,segment_id,emotion,gender,mode,text,duration,avg_intensity,intensity_variation,avg_pitch,pitch_std,pitch_range,articulation_rate,mean_hnr
Ses01F_script02_1,0,neu,F,train,Fine.,2.07,54.958171921674804,6.499336229501106,179.4763500912539,17.90887053069584,56.78227631994682,2.4154589371980677,7.0759046454192935
Ses01F_script02_1,1,fru,F,train,[BREATHING],1.5024375,47.842813116021574,4.214685524049714,,0.0,0.0,0.6655850908939639,-1.2315271339103535
Ses01F_script02_1,2,xxx,F,train,What?,1.0599375,63.12876602862009,8.771198092997674,262.306348973517,53.6429126750356,155.8247007537901,1.8869037089451028,8.351657477385123
Ses01F_script02_1,3,sur,F,train,What flashlight?,1.97,62.85149700251807,9.706028983409226,278.8573058805461,125.74887624531284,330.23818523758626,5.434782608695652,5.541060653876858
Ses01F_script02_1,4,neu,F,train,That's not your flashlight.,2.18,61.32888070106786,9.605015407492912,200.14331869157246,80.61073087759537,346.2510581782045,6.0606060606060606,6.950845474825744
Ses01F_script02_1,5,xxx,F,train,It's ours; it's my flashlight too.,2.36,67.33307417443879,10.237512232639881,261.9633088467721,84.53675975745476,363.08065665585906,2.5423728813559325,8.106598428183688
Ses01F_script02_1,6,ang,F,train,You keep saying my flashlight like it's just yours.,2.97,68.15284904215208,9.297815946808797,219.48127806491468,51.30398437576499,259.48687995783075,3.7037037037037033,9.970648594885589
Ses01F_script02_1,7,ang,F,train,How's that supposed to make me feel?,1.8199375,66.69181370295163,7.78507364305433,277.0755998699793,97.22861356542577,388.22234378272435,3.8462859301487002,9.298495820225424
Ses01F_script02_1,8,neu,F,train,Yeah.,1.37,55.64471650104715,7.164330571427198,224.78347196218425,31.551013639305047,149.44376047498324,2.18978102189781,7.994110383258297
Ses01F_script02_1,9,hap,F,train,[LAUGHTER],1.7825,64.90951143546789,9.373773823705644,225.02013923417135,28.816216777936745,140.25951009889332,3.3660589060308554,4.305357014430977
Ses01F_script02_1,10,sad,F,train,I'm cold.,1.92,54.687954533201776,7.13740260273922,173.69920595905552,64.04591557901698,347.1882634029171,2.604166666666667,7.777451716760395
Ses01F_script02_1,11,xxx,F,train,"It's after eleven, let's go.",2.1899375,62.129086523021435,9.428285374565816,191.59080444082787,40.02362806463353,187.35784987392225,4.189186661928896,9.00031199080956
Ses01F_script02_1,12,xxx,F,train,There is no point.,1.5799375,64.30897851297514,11.295940868087483,283.06858619259486,117.58485991425637,385.9291484449427,3.603705059264055,7.070782877178818
Ses01F_script02_1,13,xxx,F,train,That's my point.,1.99,65.78469947061778,12.077168406002283,309.7700216607757,98.5970237564755,317.36985009153557,2.9069767441860463,8.271150280478079
Ses01F_script02_1,14,fru,F,train,"Well, then let's go.",1.9499375,67.53666017536285,12.984225655196914,351.0554143854004,116.04394676789899,449.79346538542,3.5377358490566038,7.9934906532364
Ses01F_script02_1,15,neu,F,train,Not particularly.,2.3245,58.900165982768044,9.342273241022513,200.6979513110233,30.519195298165027,97.39956398490648,4.51043037023116,11.39066052147052
Ses01F_script02_1,16,xxx,F,train,I just don't.  It's stupid.,2.5699375,58.1509333330997,8.25170136901295,177.70823104565386,32.380694199934695,151.82565316884217,3.8580246913580254,8.250644017518338
Ses01F_script02_1,17,fru,F,train,"Pass what up?  I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die.",9.09,69.99096704009419,11.972494029906406,275.91878661779816,66.2421245133448,340.02345113844086,4.261363636363636,10.390489977414228
Ses01F_script02_1,18,xxx,F,train,I don't see why you're so excited; this isn't a freaking moon landing we are talking about.  It's fish.  It's a fish nobody even eats.,8.7730625,63.918416835636485,10.605761630511898,193.5397266859919,66.18903356363097,250.47442358803863,4.709183398166362,9.88036271397947
Ses01F_script02_1,19,fru,F,train,Oh Augie,1.66,52.902883551890994,5.695062720934101,183.9996898078826,33.800368328828554,167.67014732765827,3.0120481927710845,2.172127127020877
Ses01F_script02_1,20,xxx,F,train,I'm just not.,1.8199375,49.2442834451482,4.617260831601991,171.85990036308903,18.20207489230592,56.93987324212554,3.296816511556029,2.6542417452423597
Ses01F_script02_1,21,fru,F,train,Yeah.,1.28,59.113460544380814,9.556900309072565,211.12487644282615,59.038920066127375,328.4084799759097,1.5625,8.770421982461176
Ses01F_script02_1,22,xxx,F,train,"Last time, you'll also remember, we got our shoes wet, I got sand in my panties, you got a sore throat and we got into a big fight and we did not see the grunions.",12.425,64.07737109173888,9.765876137930775,177.6750560177553,50.91988757935079,359.88355383792714,4.66893039049236,10.072214339295584
Ses01F_script02_1,23,fru,F,train,Hmm.  We didn't see them the year before either.,2.5899375,63.840019675420585,9.46723978272375,178.32273921047465,39.576303473191494,143.85196632036102,6.027216650185996,11.27932734846636
Ses01F_script02_1,24,neu,F,train,That's the wind.,2.61,53.210474612543265,6.531012736645343,174.08611052957914,90.76469784732797,460.9828041997516,5.208333333333333,8.095437788287576
Ses01F_script02_1,25,neu,F,train,About what?,2.4699375,55.1385921518569,7.607281580648208,193.51624906130436,26.89370040889223,133.38840687788698,2.024342721222703,8.700892522532332
Ses01F_script02_1,0,xxx,M,train,"What time is it?  I think it's supposed to run around midnight, right?  God, this is great, isn't it, Carla?  Look at this night we got here, huh.",7.219875,68.19315719913688,10.76526200698985,165.57219119468166,43.91101437253066,207.98453094215643,4.790940766550523,11.060914610099625
Ses01F_script02_1,1,xxx,M,train,"Actually I want to get a little further up the coast, get away from all like the lights and the people, but...  How are you doing?",6.5274375,66.33596965423999,10.168415101879868,140.76462412520652,27.624924694783715,155.5884802422907,3.781138790035586,12.438632482719242
Ses01F_script02_1,2,exc,M,train,"Okay.  Is that, is that--",3.0399375,75.9802428955046,14.62354936152943,228.05017221598078,45.71643788488532,183.27942669677608,6.793478260869567,9.958471413295772
Ses01F_script02_1,3,xxx,M,train,No.  That's just foam.  I don't know.  I can't tell.,6.6,62.9734197684726,10.210210395439772,145.63383549726626,35.384653102564926,122.88210134419944,4.34027777777778,12.19062125375788
Ses01F_script02_1,4,xxx,M,train,"I don't know, probably if you can't tell, though, it's probably not them, right?  It's probably going to be like this unmistakable thing, right?",8.668625,69.35369602427882,11.610517057071268,141.0120437875909,33.26904683022354,187.71203570678057,4.9807197943444725,9.59321421544474
Ses01F_script02_1,5,xxx,M,train,Oh no.  you know what I forgot?,3.5809375,76.30008923692552,15.17071392785849,259.6593201572499,37.0565913711209,148.12393763257302,3.360128804937523,16.032260539710467
Ses01F_script02_1,6,xxx,M,train,"My flashlight.  God, how could I be so stupid?  I can't believe I forgot my flashlight.",5.9499375,70.10536585557122,10.695673840200172,202.1579285783967,71.53380047180391,479.6045098945169,4.765180147919133,9.17826764666163
Ses01F_script02_1,7,neu,M,train,"The flashlight, the silver one.  There's only one, isn't there?",3.5299375,68.77748310020239,11.414276460929997,174.2130898646929,64.99142290491326,362.8496837244588,5.275858451115875,10.387760846108618
Ses01F_script02_1,8,neu,M,train,Whose is it?,1.55,58.44152825395638,8.679537750512354,195.17760949390166,68.31131643842963,179.53892186802426,4.230118443316413,9.262300431688113
Ses01F_script02_1,9,neu,M,train,"Oh...well. Yeah, of course.",1.72,62.53521718450437,8.237380096462001,242.07407753744798,120.24754203996787,421.4728481122524,2.3255813953488373,6.729612306596539
Ses01F_script02_1,10,neu,M,train,No.,1.1299375,70.58284674592707,8.437539999007807,228.2886806305003,86.33668665630661,226.08196964022056,3.5400188063499085,10.895841446015202
