filename,duration,avg_intensity,intensity_variation,avg_pitch,pitch_std,pitch_range,articulation_rate,mean_hnr
dia900_utt4.wav,1.98,62.4524616420555,5.807386747549688,264.1623649035035,123.94444736012295,393.13044811176576,4.040404040404041,2.213042659739448
dia260_utt7.wav,7.07,59.753008792264126,14.282680930267507,281.34312996589813,97.2422895202184,439.40077370200254,2.744021952175616,6.67462560579165
dia206_utt2.wav,5.28,62.13423098868734,8.298747926925444,281.3666531700518,69.82043256164887,310.8345564086861,3.2196969696969697,7.802646630898041
dia211_utt12.wav,1.83,51.80998375164404,7.884796987414307,245.60472269500815,126.61919804362486,414.2449545400083,4.918032786885246,8.702586463017303
dia643_utt5.wav,2.94,63.152724186262816,8.393950415161953,287.83454982465156,73.89014327247426,281.3418635567284,3.061224489795918,7.829879991632889
dia923_utt5.wav,6.86,62.45573931204934,10.733872591305369,220.8006286491928,65.70145173331187,264.5133341114838,3.853127833182231,7.088184026408976
dia460_utt0.wav,1.9,63.663633462591804,5.972343099232501,283.0010102598925,69.1050304962231,142.3788226087561,1.0526315789473684,-2.197105278049811
dia539_utt5.wav,1.31,61.90056125342231,5.988287144692657,126.25540576871039,10.922252579460247,52.83810363916507,3.0534351145038165,5.030343614792745
dia912_utt6.wav,2.86,61.75231492035607,7.345600113525083,142.91317959561917,48.44595868102054,296.31787645487566,2.097902097902098,5.0490481013147095
dia553_utt11.wav,2.19,67.22613494376232,3.0538128577768133,222.64273330029684,28.537505024904668,126.40504011010304,5.47945205479452,3.2250395561467733
dia1033_utt3.wav,2.52,63.370725892786446,7.250946428566005,211.20491627854946,23.832942863639733,126.94095964182543,5.9523809523809526,12.257533133449291
dia1030_utt1.wav,2.11,64.69911953588952,7.851494174382171,245.84865714419433,28.50464115055608,179.19440305345273,3.7914691943127963,10.118190792288209
dia414_utt11.wav,1.65,60.62854898557575,8.342781385859043,249.5541056907982,179.9319440486107,497.8104924507482,3.0303030303030303,5.458208885831283
